True Labels,Predictions
1,0.804008
1,0.7404269
1,0.97762144
1,0.5982735
1,0.9816496
1,0.97686905
1,0.9879497
1,0.7339671
1,0.6617514
1,0.9973035
1,0.9950394
1,0.9912579
1,0.88962114
1,0.97279763
1,0.9784434
1,0.24191317
1,0.9563376
1,0.9993267
1,0.96822214
1,0.9998753
1,0.9770305
1,0.78667873
1,0.98681796
1,0.97439516
1,0.9996408
1,0.6905986
1,0.9425623
1,0.8783572
1,0.4797021
1,0.9908408
1,0.9847698
1,0.9951054
1,0.99981886
1,0.7489331
1,0.994288
1,0.46545717
1,0.9071994
1,0.80075634
1,0.9921366
1,0.9343216
1,0.9207119
1,0.9994702
1,0.9789547
1,0.90539074
1,0.990522
1,0.9934814
1,0.9990182
1,0.9484449
1,0.8128637
1,0.9963716
1,0.8722295
1,0.991952
1,0.8663835
1,0.988255
1,0.9900586
1,0.9756983
1,0.9787258
1,0.9306822
1,0.9987318
1,0.23891708
1,0.7205339
1,0.79298204
1,0.99939716
1,0.9997042
1,0.82616764
1,0.91983074
1,0.9926237
1,0.8638089
1,0.84440863
1,0.97688967
1,0.83044386
1,0.9787948
1,0.92408675
1,0.99252546
1,0.9454717
1,0.92296225
1,0.956304
1,0.9870997
1,0.8723451
1,0.9998092
1,0.72885996
1,0.74798137
1,0.99695516
1,0.9788126
1,0.99872893
1,0.977772
1,0.98968875
1,0.8222975
1,0.9948573
1,0.82004166
1,0.9997309
1,0.97549576
1,0.7798364
1,0.9463627
1,0.7561729
1,0.9979557
1,0.96953624
1,0.37689027
1,0.7787656
1,0.8392728
1,0.9514126
1,0.9666158
1,0.97769064
1,0.8115072
1,0.764246
1,0.96328264
1,0.9402782
1,0.8113184
1,0.978211
1,0.9721096
1,0.98928225
1,0.9990085
1,0.91911215
1,0.8010972
1,0.61049026
1,0.82367235
1,0.99745244
1,0.8693275
1,0.9999131
1,0.98727465
1,0.9778095
1,0.98685384
1,0.76569396
1,0.925922
1,0.9742488
1,0.98718864
1,0.8399758
1,0.75918823
1,0.9476619
1,0.8168453
1,0.99257225
1,0.9942099
1,0.99965334
1,0.8205777
1,0.99464935
1,0.9996302
1,0.99608517
1,0.9922214
1,0.9995578
1,0.90851915
1,0.8086502
1,0.9425969
1,0.7827207
1,0.9594454
1,0.98528033
1,0.83952963
1,0.61202306
1,0.9984043
1,0.9986224
1,0.9952884
1,0.8733431
1,0.9771753
1,0.81399685
1,0.5880795
1,0.91055024
1,0.9714192
1,0.9682211
1,0.5997847
1,0.22709978
1,0.62216175
1,0.8085668
1,0.97939634
1,0.80940515
1,0.96035194
1,0.98067296
1,0.80095536
1,0.97378767
1,0.99996495
1,0.96160835
1,0.3953846
1,0.95868284
1,0.90961915
1,0.9153489
1,0.7835999
1,0.99638534
1,0.8826988
1,0.9924846
1,0.9781269
1,0.8122017
1,0.99876547
1,0.97825533
1,0.99211276
1,0.9998425
1,0.841254
1,0.9997979
1,0.9766812
1,0.97902197
1,0.6506366
1,0.58315784
1,0.9986533
1,0.9990715
1,0.9819418
1,0.96112734
1,0.9502826
1,0.99181235
1,0.8401888
1,0.9996965
1,0.661299
1,0.97195405
1,0.89096844
1,0.99715734
1,0.98233175
1,0.98976386
1,0.9785337
1,0.9881484
1,0.60873294
1,0.7204022
1,0.97730815
1,0.96618617
1,0.97783434
1,0.93076885
1,0.9649876
1,0.9931677
1,0.8788421
1,0.97417283
1,0.9832599
1,0.9915696
1,0.7507534
1,0.99879444
1,0.994325
1,0.918998
1,0.9994024
1,0.9965215
1,0.97840744
1,0.8627142
1,0.9407868
1,0.9244291
1,0.8466527
1,0.98984957
1,0.82269806
1,0.995883
1,0.9914647
1,0.9687837
1,0.49084663
1,0.98969847
1,0.95495594
1,0.99983644
1,0.85803586
1,0.3165371
1,0.9753679
1,0.9992181
1,0.8966471
1,0.93822473
1,0.88095623
1,0.82032996
1,0.7349947
1,0.9757185
1,0.91646564
1,0.9446855
1,0.9821452
1,0.9795488
1,0.9766449
1,0.65969056
1,0.9906076
1,0.97614676
1,0.97211593
1,0.99550605
1,0.9765577
1,0.91072273
1,0.9778503
1,0.93994
1,0.5063515
1,0.95521986
1,0.82056504
1,0.6049723
1,0.99302906
1,0.9752009
1,0.98246807
1,0.977107
1,0.9997433
1,0.9727411
1,0.9068164
1,0.97399557
1,0.9164974
1,0.9744187
1,0.7889234
1,0.9697855
1,0.99975294
1,0.94447416
1,0.99955004
1,0.95209366
1,0.98337525
1,0.68260086
1,0.9165695
1,0.9803011
1,0.9781821
1,0.90854454
1,0.99974376
1,0.963347
1,0.999286
1,0.96635336
1,0.8054266
1,0.9808708
1,0.97857964
1,0.9854441
1,0.99293476
1,0.99971074
1,0.9998852
1,0.9927632
1,0.97632354
1,0.8326639
1,0.48401672
1,0.96723247
1,0.92641735
1,0.95196563
1,0.9433473
1,0.83289206
1,0.7351694
1,0.98095566
1,0.89280456
1,0.7734236
1,0.80690026
1,0.9791685
1,0.1905989
1,0.99878544
1,0.8240026
1,0.9783167
1,0.979035
1,0.9789417
1,0.9987388
1,0.9759129
1,0.998899
1,0.9236487
1,0.9996624
1,0.9264478
1,0.952835
1,0.48907623
1,0.99069995
1,0.9199256
1,0.9965836
1,0.9218951
1,0.9955592
1,0.8331921
1,0.91202074
1,0.97816235
1,0.94081324
1,0.9988607
1,0.97460294
1,0.9767055
1,0.99882346
1,0.9998259
1,0.975418
1,0.99986064
1,0.96935856
1,0.9811389
1,0.9561332
1,0.94840115
1,0.861968
1,0.9294314
1,0.9920288
1,0.9463428
1,0.7498475
1,0.9539828
1,0.9889949
1,0.52424806
1,0.76070523
1,0.53186643
1,0.81379426
1,0.8286553
1,0.94020873
1,0.9929894
1,0.95531887
1,0.6552142
1,0.87923557
1,0.9628307
1,0.99030787
1,0.23744589
1,0.42354968
1,0.9672286
1,0.99386543
1,0.97784
1,0.9753347
1,0.6069401
1,0.9117185
1,0.8302197
1,0.9161394
1,0.89520806
1,0.8143968
1,0.98733634
1,0.9760966
1,0.83496064
1,0.8144569
1,0.9989557
1,0.97682035
1,0.9299547
1,0.9182866
1,0.93329453
1,0.33923343
1,0.9739691
1,0.91256434
1,0.9759529
1,0.79344946
1,0.99348724
1,0.7861555
1,0.97666854
1,0.6148562
1,0.9810947
1,0.9997105
1,0.9392132
1,0.99959666
1,0.80071443
1,0.9768489
1,0.7974908
1,0.9725724
1,0.7544432
1,0.98055834
1,0.9899967
1,0.9772809
1,0.9383178
1,0.9225187
1,0.9996693
1,0.8401022
1,0.08582283
1,0.8419277
1,0.98014873
1,0.9687053
1,0.99949956
1,0.60689884
1,0.80386204
1,0.9994404
1,0.97575104
1,0.915271
1,0.69592667
1,0.9965874
1,0.8487346
1,0.9769215
1,0.98976725
1,0.47727922
1,0.99951565
1,0.99963796
1,0.97776586
1,0.99452364
1,0.9995741
1,0.6930753
1,0.9988318
1,0.18599859
1,0.9915951
1,0.97898483
1,0.9997706
1,0.3464744
1,0.97289115
1,0.82175195
1,0.976474
1,0.8129038
1,0.9061587
1,0.995999
1,0.79275733
1,0.19611144
1,0.97864693
1,0.7587613
1,0.9267716
1,0.8864899
1,0.92291534
1,0.9423202
1,0.9351612
1,0.999476
1,0.9559445
1,0.96062523
1,0.91136736
1,0.9956637
1,0.81809723
1,0.85668457
1,0.9776013
1,0.97853184
1,0.97706056
1,0.8531286
1,0.5895885
1,0.81695014
1,0.99931884
1,0.9997608
1,0.7778387
1,0.9752109
1,0.82585484
1,0.8087152
1,0.9877487
1,0.78297716
1,0.9999083
1,0.99493647
1,0.776163
1,0.9808209
1,0.93707824
1,0.9794201
1,0.9323175
1,0.8185497
1,0.6848236
1,0.978517
1,0.86072946
1,0.99251527
1,0.9872032
1,0.97351724
1,0.98607165
1,0.97830325
1,0.694464
1,0.9608172
1,0.9295052
1,0.97158605
1,0.9165834
1,0.9635867
1,0.74437577
1,0.9765329
1,0.82190263
1,0.90703434
1,0.9947312
1,0.99988866
1,0.99881905
1,0.98397696
1,0.7546796
1,0.97829
1,0.9758104
1,0.9813995
1,0.9215147
1,0.96242315
1,0.27538782
1,0.9995621
1,0.631078
1,0.99990606
1,0.9638515
1,0.7985744
1,0.9999207
1,0.9912676
1,0.97097474
1,0.9124072
1,0.96946275
1,0.99931693
1,0.98299825
1,0.98799187
1,0.9680894
1,0.86025083
1,0.90406084
1,0.76125336
1,0.98015976
1,0.8078306
1,0.710077
1,0.853875
1,0.97756654
1,0.94655716
1,0.9780255
1,0.9533322
1,0.9463233
1,0.99827886
1,0.8970636
1,0.9461058
1,0.98785573
1,0.6388927
1,0.98558414
1,0.99606293
1,0.8040225
1,0.99040025
1,0.9724511
1,0.91080904
1,0.3640896
1,0.942672
1,0.65055245
1,0.9210623
1,0.96836966
1,0.9937644
1,0.89635277
1,0.9414215
1,0.9623154
1,0.7966348
1,0.97840494
1,0.82168406
1,0.8702018
1,0.9959329
1,0.72889566
1,0.779714
1,0.9693996
1,0.9251951
1,0.8075672
1,0.978839
1,0.88380885
1,0.91893667
1,0.99585176
1,0.9930595
1,0.8107969
1,0.9991099
1,0.9870313
1,0.6453705
1,0.9937791
1,0.7756153
1,0.9591658
1,0.91354126
1,0.97314566
1,0.9064597
1,0.9777959
1,0.98714197
1,0.9785125
1,0.995204
1,0.9836944
1,0.9747808
1,0.7691677
1,0.9510636
1,0.9640573
1,0.980926
1,0.99351656
1,0.9572071
1,0.993719
1,0.9756233
1,0.578248
1,0.9990627
1,0.99698347
1,0.9997801
1,0.9117575
1,0.79551804
1,0.85612255
1,0.93066555
1,0.99508506
1,0.98155296
1,0.98032516
1,0.9759344
1,0.33349046
1,0.99982387
1,0.9864905
1,0.9773446
1,0.97381115
1,0.9907991
1,0.89767617
1,0.951657
1,0.7075062
1,0.4305581
1,0.8135016
1,0.9187152
1,0.91796565
1,0.96744496
1,0.9990244
1,0.9831729
1,0.9995086
1,0.9777209
1,0.83888817
1,0.97822535
1,0.80458546
1,0.9902069
1,0.97765005
1,0.99781203
1,0.99964464
1,0.917371
1,0.99973124
1,0.88801587
1,0.9656145
1,0.99582714
1,0.8668846
1,0.97877824
1,0.8556176
1,0.84212065
1,0.988741
1,0.9930356
1,0.97773093
1,0.79186714
1,0.91386884
1,0.99986064
1,0.9771978
1,0.8127515
1,0.99773276
1,0.97727394
1,0.98249704
1,0.7558848
1,0.97382283
1,0.99974483
1,0.9794317
1,0.8322738
1,0.9422932
1,0.9771194
1,0.97833794
1,0.82690746
1,0.973435
1,0.9771185
1,0.99496883
1,0.97630095
1,0.88569474
1,0.9705287
1,0.974113
1,0.97506124
1,0.99928564
1,0.9805253
1,0.9526433
1,0.8181719
1,0.9728194
1,0.96500885
1,0.81691575
1,0.9910431
1,0.98951894
1,0.9778789
1,0.98170644
1,0.9601143
1,0.5890253
1,0.5957071
1,0.9138621
1,0.871747
1,0.9714246
1,0.80644244
1,0.9989159
1,0.9761471
1,0.94531465
1,0.9977519
1,0.6821833
1,0.9950655
1,0.97960997
1,0.9990453
1,0.90277153
1,0.96324986
1,0.9705184
1,0.92958987
1,0.9181359
1,0.9814804
1,0.99827373
1,0.9770726
1,0.80542934
1,0.42782876
1,0.826134
1,0.93331033
1,0.991306
1,0.9782602
1,0.75982946
1,0.99771774
1,0.9775047
1,0.9996381
1,0.97378933
1,0.817173
1,0.9846795
1,0.9786482
1,0.9608761
1,0.9759966
1,0.60336465
1,0.98587996
1,0.75974196
1,0.9770445
1,0.94197935
1,0.8531926
1,0.88251084
1,0.9822312
1,0.93626964
1,0.938269
1,0.9957663
1,0.93180585
1,0.9883789
1,0.9986254
1,0.89429045
1,0.97891486
1,0.9971935
1,0.9997216
1,0.97491676
1,0.999853
1,0.97437614
1,0.8505965
1,0.9766336
1,0.9959149
1,0.8353608
1,0.99951255
1,0.98053694
1,0.9998702
1,0.96794355
1,0.4745858
1,0.9785655
1,0.47831875
1,0.9997094
1,0.9995347
1,0.67131615
1,0.9456598
1,0.98831207
1,0.8575764
1,0.9724318
1,0.66168445
1,0.98048234
1,0.99967825
1,0.92327255
1,0.6065934
1,0.99046564
1,0.87319857
1,0.99378043
1,0.98965526
1,0.9780135
1,0.8741416
1,0.93849593
1,0.97922933
1,0.97660667
1,0.98538554
1,0.9941551
1,0.17909566
1,0.8369837
1,0.75556695
1,0.81394905
1,0.9997259
1,0.9767163
1,0.9780532
1,0.8030276
1,0.9183579
1,0.9732742
1,0.983836
1,0.70666474
1,0.9430642
1,0.97776186
1,0.97687846
1,0.9755131
1,0.8033785
1,0.7436451
1,0.99010146
1,0.9782682
1,0.97315943
1,0.9741687
1,0.97027975
1,0.97842205
1,0.95953244
1,0.52511847
1,0.9735265
1,0.999699
1,0.96891487
1,0.98478806
1,0.9780067
1,0.9769916
1,0.52971387
1,0.9863303
1,0.9760966
1,0.99516463
1,0.9728617
1,0.99652076
1,0.999252
1,0.977629
1,0.9205098
1,0.9490699
1,0.98688763
1,0.5886178
1,0.99969125
1,0.972909
1,0.8500659
1,0.93721586
1,0.953321
1,0.74710274
1,0.9998406
1,0.54058164
1,0.7226756
1,0.5292734
1,0.9923672
1,0.9661884
1,0.6015541
1,0.90636367
1,0.979001
1,0.9461015
1,0.96018595
1,0.99967396
1,0.914216
1,0.81458086
1,0.91501015
1,0.9948801
1,0.9858187
1,0.9324147
1,0.6142935
1,0.9865216
1,0.9650634
1,0.9927119
1,0.99981815
1,0.9992914
1,0.8986003
1,0.9933048
1,0.8134674
1,0.9797768
1,0.93284464
1,0.9610257
1,0.9956018
1,0.97863626
1,0.8093381
1,0.9744908
1,0.5952848
1,0.7215821
1,0.96870506
1,0.9998503
1,0.9998357
1,0.9998573
1,0.8836476
1,0.9782761
1,0.99657613
1,0.97919124
1,0.9965084
1,0.9792062
1,0.97375983
1,0.92855537
1,0.95877093
1,0.9938344
1,0.8470489
1,0.97672755
1,0.9207004
1,0.9998853
1,0.92980474
1,0.9989416
1,0.97387344
1,0.97380507
1,0.999824
1,0.9295766
1,0.79105157
1,0.95126116
1,0.7481285
1,0.97694117
1,0.97300446
1,0.97348976
1,0.98865485
1,0.9939726
1,0.97609335
1,0.9998642
1,0.9752288
1,0.8231518
1,0.9765909
1,0.9999331
1,0.97797066
1,0.947529
1,0.5233506
1,0.72472006
1,0.9221474
1,0.95141953
1,0.95815796
1,0.9749908
1,0.8111548
1,0.95500106
1,0.99981564
1,0.6409913
1,0.9944617
1,0.9740936
1,0.828628
1,0.99608934
1,0.9177871
1,0.9601872
1,0.97579724
1,0.9890293
1,0.9722339
1,0.60053855
1,0.99727637
1,0.9995036
1,0.6904653
1,0.9276595
1,0.94706506
1,0.9804601
1,0.87991315
1,0.9789449
1,0.98936874
1,0.9845254
1,0.9638009
1,0.969822
1,0.9962954
1,0.97684526
1,0.9934449
1,0.9996853
1,0.9990996
1,0.9865078
1,0.98846114
1,0.8443414
1,0.99813145
1,0.993447
1,0.95296943
1,0.7158527
1,0.9845412
1,0.8082214
1,0.57099664
1,0.98770463
1,0.92155135
1,0.99722606
1,0.5101879
1,0.99921
1,0.98814744
1,0.9647656
1,0.9997496
1,0.9939581
1,0.808934
1,0.22747366
1,0.7426253
1,0.9541451
1,0.9390209
1,0.9725815
1,0.9795488
1,0.9089323
1,0.743387
1,0.54549605
1,0.97772855
1,0.7833296
1,0.9118284
1,0.81816715
1,0.93323755
1,0.998892
1,0.7748611
1,0.97728795
1,0.39911664
1,0.9733444
0,0.9019648
0,0.0019305483
0,0.0025345131
0,0.00055897597
0,0.0018827763
0,0.003260391
0,0.21946391
0,0.00015115143
0,0.0018067912
0,0.005432279
0,0.45033047
0,8.837688e-05
0,0.000964244
0,0.26275003
0,6.757523e-05
0,0.00035347615
0,0.0022407572
0,0.004582141
0,0.003595013
0,0.011427994
0,0.012611373
0,0.008463419
0,0.0021173954
0,4.698069e-05
0,0.0077861664
0,0.0012785869
0,0.36393234
0,0.026842281
0,0.00019370845
0,1.3148257e-05
0,8.2251056e-05
0,9.005584e-06
0,1.6398257e-05
0,0.00039209094
0,0.007441209
0,0.023279719
0,0.0026050282
0,0.36990568
0,0.0030901693
0,0.86301124
0,0.03191018
0,0.98396295
0,0.06099121
0,0.18732658
0,2.5778949e-05
0,0.0027160044
0,0.28520045
0,0.013978163
0,0.041857284
0,0.0063409074
0,0.00018563593
0,0.21642534
0,0.011727831
0,0.02007478
0,4.6695277e-05
0,9.657747e-05
0,0.0042019403
0,0.004104053
0,0.27257463
0,0.30066597
0,0.0001412095
0,9.542516e-06
0,3.152896e-05
0,0.00015774537
0,0.054116655
0,0.14006625
0,0.00016824303
0,4.287309e-05
0,0.0017806387
0,0.000517764
0,2.2971148e-05
0,0.00075896614
0,0.0025489004
0,1.1440627e-05
0,0.0010278877
0,0.95776075
0,0.002505573
0,0.25415385
0,0.22280651
0,0.04947977
0,6.661881e-05
0,2.2342474e-05
0,4.595226e-05
0,4.4699907e-05
0,0.006191265
0,0.00029336027
0,0.38073608
0,0.0004756507
0,0.22251888
0,0.0006841257
0,0.91922194
0,5.9417824e-05
0,0.045214333
0,0.46252495
0,0.00042198156
0,0.20608056
0,0.00024274379
0,0.00015999323
0,0.00017294548
0,0.064820565
0,0.093118094
0,0.015249896
0,0.049466286
0,3.1019244e-05
0,0.29627424
0,0.0041897157
0,4.8364825e-05
0,0.052246217
0,3.1284202e-05
0,2.0380883e-05
0,0.995103
0,0.0002624229
0,0.00015335783
0,0.0011723713
0,0.014242857
0,0.032896418
0,0.007023156
0,0.46399626
0,0.0012245079
0,0.011888857
0,0.02415914
0,0.048964284
0,0.0012474516
0,0.0010058259
0,6.38096e-05
0,0.013796104
0,0.009582321
0,8.192214e-05
0,0.09772648
0,0.027205547
0,0.04806602
0,0.34788945
0,0.014959179
0,0.04308433
0,0.023213618
0,0.052082904
0,0.00022082184
0,0.06548207
0,2.4502424e-06
0,0.18310829
0,0.00047413175
0,0.00029121953
0,0.2816107
0,0.0007475441
0,0.00905814
0,1.0780012e-05
0,0.013492518
0,0.9488185
0,0.14944954
0,0.0015196386
0,2.9244025e-05
0,0.00017424668
0,0.10516774
0,6.6128654e-05
0,0.00038628027
0,0.9072604
0,0.041855555
0,0.08984706
0,0.00014545937
0,0.0012632831
0,0.024749573
0,0.009093975
0,0.0013865967
0,0.42998886
0,0.004641727
0,0.9755756
0,0.002106509
0,0.0044423565
0,3.484449e-05
0,1.9668314e-06
0,0.0003371782
0,0.0006009415
0,0.002365837
0,9.946641e-06
0,0.0006242409
0,0.0010583547
0,0.009063831
0,0.00548458
0,0.0044022794
0,0.00014990984
0,0.13813661
0,1.8398585e-05
0,0.00401221
0,0.011771895
0,0.0043061846
0,0.0038711226
0,0.014049418
0,0.0028382826
0,0.0012628959
0,0.12559177
0,0.18759409
0,0.06871796
0,0.00090983766
0,0.0068420633
0,2.2372024e-05
0,0.07845156
0,0.00043979284
0,0.0102975555
0,0.00017063424
0,0.21949527
0,0.0006388227
0,0.025155509
0,0.00018442688
0,0.97403085
0,0.00035274195
0,3.2374963e-05
0,0.00010332603
0,9.151808e-05
0,0.98777956
0,0.0003710471
0,2.6515992e-05
0,0.06833711
0,3.2326956e-05
0,2.8437416e-05
0,0.00016361408
0,0.7747542
0,0.00036217878
0,0.00017109662
0,8.100037e-06
0,0.12351684
0,0.00018230698
0,0.000354546
0,1.8420267e-05
0,1.3812204e-05
0,0.100145504
0,3.0898846e-05
0,0.7122436
0,0.002057586
0,0.00014521339
0,0.7013877
0,0.05942717
0,0.1249025
0,0.523312
0,1.12257685e-05
0,0.0034720316
0,0.0013657652
0,0.027158992
0,0.16069871
0,0.0002089303
0,0.0025134317
0,0.0046451893
0,0.00892862
0,0.007972084
0,1.5943095e-05
0,0.0020665752
0,0.0030798728
0,0.00094251544
0,0.8412587
0,0.98406535
